Ticker,Date,High,Low,Open,Close,Volume,Adj Close
AAPL,31/03/2010,8.450357437,8.373571396,8.410357475,8.392856598,430659600,7.186588287
AAPL,01/04/2010,8.526070595,8.3125,8.478928566,8.427499771,603145200,7.21625042
AAPL,05/04/2010,8.518214226,8.384642601,8.39214325,8.517499924,684507600,7.293315411
AAPL,06/04/2010,8.579999924,8.464285851,8.507143021,8.555000305,447017200,7.325426579
AAPL,07/04/2010,8.640000343,8.523571014,8.555356979,8.592857361,628502000,7.357841015
AAPL,08/04/2010,8.626428604,8.501428604,8.587142944,8.569643021,572989200,7.337962151
AAPL,09/04/2010,8.638929367,8.587857246,8.62250042,8.635356903,334182800,7.394235611
AAPL,12/04/2010,8.681071281,8.636071205,8.649999619,8.653214455,333026400,7.409522533
AAPL,13/04/2010,8.67142868,8.611070633,8.637857437,8.658213615,306210800,7.413803101
AAPL,14/04/2010,8.778928757,8.716786385,8.760000229,8.774642944,404076400,7.513499737
AAPL,15/04/2010,8.893928528,8.768214226,8.777856827,8.890000343,376784800,7.612277508
AAPL,16/04/2010,8.969285965,8.73392868,8.87749958,8.83571434,750545600,7.565792561
AAPL,19/04/2010,8.853214264,8.634642601,8.822500229,8.823928833,566924400,7.555700779
AAPL,20/04/2010,8.901785851,8.677143097,8.876428604,8.735357285,738326400,7.479861259
AAPL,21/04/2010,9.294643402,9.133213997,9.242856979,9.257857323,982391200,7.927265167
AAPL,22/04/2010,9.526785851,9.149999619,9.222857475,9.516785622,793424800,8.148976326
AAPL,23/04/2010,9.720713615,9.535714149,9.571070671,9.672499657,796955600,8.282315254
AAPL,26/04/2010,9.730713844,9.578213692,9.710000038,9.625,479068800,8.241636276
AAPL,27/04/2010,9.565713882,9.304286003,9.54535675,9.358571053,709343600,8.013504028
AAPL,28/04/2010,9.428570747,9.157500267,9.401785851,9.342857361,758402400,8.00004673
AAPL,29/04/2010,9.642856598,9.357500076,9.3935709,9.594285965,558840800,8.215338707
AAPL,30/04/2010,9.66321373,9.321429253,9.618213654,9.324643135,542463600,7.984452724
AAPL,03/05/2010,9.56714344,9.388570786,9.422857285,9.512499809,454342000,8.145308495
AAPL,04/05/2010,9.403214455,9.169643402,9.388929367,9.238571167,723819600,7.910750389
AAPL,05/05/2010,9.219285965,8.883213997,9.036786079,9.142499924,883103200,7.828490257
AAPL,06/05/2010,9.223214149,7.116071224,9.065357208,8.794643402,1285860800,7.530628204
AAPL,07/05/2010,8.806071281,8.043213844,8.703928947,8.423570633,1676018400,7.212884903
AAPL,10/05/2010,9.094642639,8.876070976,8.9375,9.071070671,984306400,7.767323971
AAPL,11/05/2010,9.281785965,8.946429253,8.994285583,9.161429405,848906800,7.844696045
AAPL,12/05/2010,9.397500038,9.239286423,9.258570671,9.360357285,654379600,8.015028954
AAPL,13/05/2010,9.464285851,9.157142639,9.400713921,9.227143288,599712400,7.900965691
AAPL,14/05/2010,9.159999847,8.910714149,9.112856865,9.06499958,759362800,7.762127876
AAPL,17/05/2010,9.14928627,8.846785545,9.096428871,9.079285622,762834800,7.774357319
AAPL,18/05/2010,9.23392868,8.937856674,9.177857399,9.012857437,782678400,7.717477322
AAPL,19/05/2010,9.032856941,8.744643211,8.910714149,8.869285583,1025726800,7.59454155
AAPL,20/05/2010,8.708929062,8.436071396,8.638570786,8.491429329,1282915200,7.270989895
AAPL,21/05/2010,8.732143402,8.262499809,8.31499958,8.654286385,1223891200,7.410440445
AAPL,24/05/2010,8.96071434,8.795000076,8.831428528,8.812856674,754238800,7.546222687
AAPL,25/05/2010,8.812856674,8.470000267,8.548213959,8.757857323,1048006400,7.499125004
AAPL,26/05/2010,9.00464344,8.705356598,8.931428909,8.718214035,850654000,7.465182304
AAPL,27/05/2010,9.067500114,8.896785736,8.949999809,9.048213959,666282400,7.747751713
AAPL,28/05/2010,9.264286041,9.048213959,9.263929367,9.174285889,815614800,7.855703354
AAPL,01/06/2010,9.497857094,9.248571396,9.274642944,9.315357208,876472800,7.976501942
AAPL,02/06/2010,9.45714283,9.297499657,9.447856903,9.426786423,688548000,8.071910858
AAPL,03/06/2010,9.48392868,9.300356865,9.470713615,9.397143364,650106800,8.046528816
AAPL,04/06/2010,9.353570938,9.093929291,9.221785545,9.141428947,758304400,7.827567577
AAPL,07/06/2010,9.255356789,8.948213577,9.224642754,8.962142944,886942000,7.674051762
AAPL,08/06/2010,9.064286232,8.77321434,9.044285774,8.904643059,1000770400,7.624814987
AAPL,09/06/2010,8.996429443,8.660357475,8.981071472,8.685713768,854630000,7.437352657
AAPL,10/06/2010,8.963570595,8.649999619,8.744285583,8.946785927,776356000,7.660902977
AAPL,11/06/2010,9.066429138,8.834643364,8.865357399,9.053929329,545759200,7.752645493
AAPL,14/06/2010,9.255356789,9.071785927,9.141428947,9.081428528,602960400,7.776192188
AAPL,15/06/2010,9.280357361,9.125,9.130000114,9.274642944,585074000,7.941636086
AAPL,16/06/2010,9.5625,9.308214188,9.324999809,9.544643402,783678000,8.172830582
AAPL,17/06/2010,9.746429443,9.625,9.66428566,9.709643364,872855200,8.314116478
AAPL,18/06/2010,9.821429253,9.693571091,9.723214149,9.78821373,784621600,8.381393433
AAPL,21/06/2010,9.964642525,9.597499847,9.917499542,9.648928642,776490400,8.26212883
AAPL,22/06/2010,9.856071472,9.696429253,9.720000267,9.780357361,717262000,8.374667168
AAPL,23/06/2010,9.809286118,9.567856789,9.806428909,9.677499771,768457200,8.286592484
AAPL,24/06/2010,9.757143021,9.574999809,9.678570747,9.607143402,714277200,8.226348877
AAPL,25/06/2010,9.652500153,9.493213654,9.645000458,9.524999619,549942400,8.156010628
AAPL,28/06/2010,9.633929253,9.447142601,9.533213615,9.58214283,584948000,8.20494175
AAPL,29/06/2010,9.442500114,9.08214283,9.43285656,9.148928642,1133344800,7.833992004
AAPL,30/06/2010,9.213213921,8.928929329,9.168213844,8.983214378,739452000,7.692094326
AAPL,01/07/2010,9.100000381,8.686429024,9.08214283,8.874285698,1022896000,7.598819256
AAPL,02/07/2010,8.96178627,8.685713768,8.946070671,8.819286346,693842800,7.551725388
AAPL,06/07/2010,9.028571129,8.791428566,8.964285851,8.87964344,615235600,7.603408813
AAPL,07/07/2010,9.241786003,8.919643402,8.946070671,9.238213539,654556000,7.910441875
AAPL,08/07/2010,9.389286041,9.103214264,9.374285698,9.217499733,738144400,7.892705441
AAPL,09/07/2010,9.282142639,9.112856865,9.174642563,9.272143364,433322400,7.939497471
AAPL,12/07/2010,9.35178566,9.102143288,9.233214378,9.188928604,562878400,7.868240833
AAPL,13/07/2010,9.157142639,8.801071167,9.154286385,8.992856979,1190924000,7.700351715
AAPL,14/07/2010,9.135713577,8.892856598,8.906429291,9.026070595,812047600,7.728789806
AAPL,15/07/2010,9.177499771,8.83214283,8.865357399,8.98035717,824866000,7.689650059
AAPL,16/07/2010,9.106071472,8.871786118,9.042142868,8.925000191,1039858400,7.642249107
AAPL,19/07/2010,8.924285889,8.557143211,8.924285889,8.770713806,1024478000,7.510134697
AAPL,20/07/2010,9.032142639,8.571785927,8.675000191,8.996070862,1074950800,7.703103065
AAPL,21/07/2010,9.469642639,9.071429253,9.467499733,9.079999924,1185671200,7.774970055
AAPL,22/07/2010,9.285714149,9.118213654,9.202857018,9.250714302,645318800,7.921145916
AAPL,23/07/2010,9.299285889,9.152856827,9.181785583,9.283571243,533388800,7.949284554
AAPL,26/07/2010,9.28928566,9.203928947,9.285714149,9.260000229,420551600,7.92909956
AAPL,27/07/2010,9.45714283,9.29642868,9.316785812,9.431428909,584771600,8.075888634
AAPL,28/07/2010,9.499643326,9.294643402,9.416786194,9.319999695,519985200,7.980474949
AAPL,29/07/2010,9.380356789,9.146429062,9.311071396,9.218214035,643806800,7.893320084
AAPL,30/07/2010,9.274999619,9.103570938,9.138929367,9.1875,448210000,7.867016315
AAPL,02/08/2010,9.378213882,9.272143364,9.301428795,9.35178566,428055600,8.007694244
AAPL,03/08/2010,9.402142525,9.265000343,9.321785927,9.354642868,417653600,8.010140419
AAPL,04/08/2010,9.438570976,9.296786308,9.387143135,9.39214325,420375200,8.042246819
AAPL,05/08/2010,9.39928627,9.305356979,9.347499847,9.346428871,289097200,8.003106117
AAPL,06/08/2010,9.338929176,9.201070786,9.277856827,9.288928986,444897600,7.95387125
AAPL,09/08/2010,9.362500191,9.270357132,9.338570595,9.348214149,303128000,8.004631042
AAPL,10/08/2010,9.301786423,9.198213577,9.280357361,9.264642715,451920000,7.933076859
AAPL,11/08/2010,9.131786346,8.921786308,9.121429443,8.935357094,620054400,7.651115417
AAPL,12/08/2010,9.03928566,8.789999962,8.810357094,8.992500305,534920400,7.700043678
AAPL,13/08/2010,8.995714188,8.896071434,8.987500191,8.896429062,354869200,7.617782116
AAPL,16/08/2010,8.928929329,8.80785656,8.842143059,8.844285965,318430000,7.573132038
AAPL,17/08/2010,9.093929291,8.899999619,8.931428909,8.998929024,422640400,7.70554924
AAPL,18/08/2010,9.095356941,8.984999657,9.012857437,9.03821373,339696000,7.739187241
AAPL,19/08/2010,9.052857399,8.881428719,9.029999733,8.924285889,426706000,7.641635418
AAPL,20/08/2010,9.068571091,8.892856598,8.906785965,8.915714264,384230000,7.634296894
AAPL,23/08/2010,9,8.758929253,8.992500305,8.778571129,414041600,7.516861916
AAPL,24/08/2010,8.678570747,8.52321434,8.666786194,8.568928719,602565600,7.337351799
AAPL,25/08/2010,8.713929176,8.471428871,8.501428604,8.674642563,596867600,7.427874565
AAPL,26/08/2010,8.776785851,8.581428528,8.76607132,8.581428528,466505200,7.348056316
AAPL,27/08/2010,8.664643288,8.412857056,8.633929253,8.629285812,548391200,7.389034271
AAPL,30/08/2010,8.776785851,8.595713615,8.598570824,8.660714149,383289200,7.415943623
AAPL,31/08/2010,8.734286308,8.583929062,8.637499809,8.682143211,420786800,7.434296608
AAPL,01/09/2010,8.980713844,8.795714378,8.838213921,8.940357208,697037600,7.655398369
AAPL,02/09/2010,9.006071091,8.87749958,8.973570824,9.006071091,415427600,7.711667538
AAPL,03/09/2010,9.242142677,9.089285851,9.110357285,9.241786003,520788800,7.91350317
AAPL,07/09/2010,9.268928528,9.151785851,9.165714264,9.207500458,342557600,7.88414526
AAPL,08/09/2010,9.442500114,9.253570557,9.277856827,9.390000343,526551200,8.040412903
AAPL,09/09/2010,9.5185709,9.390000343,9.465714455,9.395357132,438575200,8.045003891
AAPL,10/09/2010,9.446429253,9.33571434,9.399642944,9.407500267,387542400,8.055398941
AAPL,13/09/2010,9.581428528,9.491429329,9.493571281,9.537142754,388780000,8.1664114
AAPL,14/09/2010,9.613213539,9.48285675,9.507499695,9.573571205,408150400,8.197600365
AAPL,15/09/2010,9.656429291,9.565713882,9.577500343,9.650713921,429368800,8.263654709
AAPL,16/09/2010,9.881071091,9.625,9.651429176,9.87749958,652103200,8.457847595
AAPL,17/09/2010,9.927143097,9.77428627,9.917499542,9.834643364,634477200,8.421151161
AAPL,20/09/2010,10.13500023,9.85178566,9.859999657,10.1153574,658677600,8.661518097
AAPL,21/09/2010,10.26249981,10.09964275,10.13785744,10.1346426,668074400,8.678031921
AAPL,22/09/2010,10.28499985,10.08607101,10.09678555,10.27678585,585289600,8.799747467
AAPL,23/09/2010,10.45571423,10.21428585,10.22607136,10.31857109,786116800,8.835524559
AAPL,24/09/2010,10.48321438,10.37678623,10.43214321,10.43999958,649488000,8.939499855
AAPL,27/09/2010,10.52607059,10.39321423,10.4992857,10.39857101,482834800,8.904026985
AAPL,28/09/2010,10.42035675,9.821429253,10.42035675,10.24499989,1035042400,8.772528648
AAPL,29/09/2010,10.35035706,10.21428585,10.258214,10.26321411,469644000,8.788124084
AAPL,30/09/2010,10.3571434,10.0446434,10.32142925,10.13392925,673391600,8.677423477
AAPL,01/10/2010,10.23499966,10.04821396,10.21964264,10.09000015,448142800,8.63980484
AAPL,04/10/2010,10.10357094,9.92035675,10.05714321,9.951429367,435302000,8.521152496
AAPL,05/10/2010,10.33749962,10.06499958,10.07142925,10.31928635,501967200,8.836137772
AAPL,06/10/2010,10.42821407,10.18785667,10.34249973,10.32821369,670868800,8.843781471
AAPL,07/10/2010,10.3742857,10.24678612,10.36928558,10.32928562,408399600,8.844698906
AAPL,08/10/2010,10.5178566,10.3571434,10.41821384,10.50249958,658403200,8.993020058
AAPL,11/10/2010,10.61571407,10.52142906,10.52642918,10.54857063,427753200,9.032467842
AAPL,12/10/2010,10.69642925,10.44607067,10.55035686,10.66214275,558544000,9.129718781
AAPL,13/10/2010,10.78428555,10.70714283,10.72142887,10.71928596,630092400,9.178647995
AAPL,14/10/2010,10.80249977,10.72857094,10.77464294,10.79678631,435296400,9.245008469
AAPL,15/10/2010,11.25,10.88964272,10.97999954,11.24071407,922194000,9.625134468
AAPL,18/10/2010,11.3928566,11.22464275,11.37392902,11.3571434,1093010800,9.72482872
AAPL,19/10/2010,11.2060709,10.71500015,10.83571434,11.05321407,1232784000,9.464580536
AAPL,20/10/2010,11.22321415,10.95964336,11.03571415,11.09035683,721624400,9.496389389
AAPL,21/10/2010,11.24071407,10.95714283,11.15571404,11.054286,551460000,9.465500832
AAPL,22/10/2010,11.0728569,10.93928623,11.03821373,10.98107147,372778000,9.402808189
AAPL,25/10/2010,11.12857056,11.01571369,11.03892899,11.02999973,392462000,9.444705009
AAPL,26/10/2010,11.06214333,10.91607094,10.95964336,11.00178623,392929600,9.420544624
AAPL,27/10/2010,11.06785679,10.91428566,10.98750019,10.99392891,399002800,9.413816452
AAPL,28/10/2010,11,10.74642944,10.99821377,10.90142918,551051200,9.334612846
AAPL,29/10/2010,10.92428589,10.74535656,10.8653574,10.7492857,430511200,9.20433712
AAPL,01/11/2010,10.91428566,10.79285717,10.79357147,10.86357117,423889200,9.302195549
AAPL,02/11/2010,11.07821369,10.96428585,10.96428585,11.04857063,433930000,9.460609436
AAPL,03/11/2010,11.17428589,11.01892853,11.12035656,11.17142868,508348400,9.565806389
AAPL,04/11/2010,11.43500042,11.25107098,11.26607132,11.366786,642488000,9.733083725
AAPL,05/11/2010,11.41321373,11.3125,11.35678577,11.32607079,361253200,9.698225021
AAPL,08/11/2010,11.42035675,11.31285667,11.32857132,11.37928581,281758400,9.743788719
AAPL,09/11/2010,11.47500038,11.2321434,11.46607113,11.28857136,383544000,9.666110992
AAPL,10/11/2010,11.3846426,11.19821358,11.30857086,11.35821438,384227200,9.725745201
AAPL,11/11/2010,11.37142944,11.22321415,11.25,11.30892944,361284000,9.683544159
AAPL,12/11/2010,11.30357075,10.84392929,11.28571415,11.00107098,795846800,9.419933319
AAPL,15/11/2010,11.09071445,10.9382143,11.01642895,10.96571445,403606000,9.389661789
AAPL,16/11/2010,10.98571396,10.68999958,10.91857147,10.77107143,657650000,9.222990036
AAPL,17/11/2010,10.85678577,10.63428593,10.75714302,10.7321434,479449600,9.18965435
AAPL,18/11/2010,11.05964279,10.88178635,10.89999962,11.01535702,494491200,9.432164192
AAPL,19/11/2010,11.01428604,10.90142918,10.99892902,10.95464325,384843200,9.380177498
AAPL,22/11/2010,11.19142914,10.92392921,10.95285702,11.19142914,393075200,9.582931519
AAPL,23/11/2010,11.13392925,10.94857121,11.08749962,11.02607059,519447600,9.441340446
AAPL,24/11/2010,11.26428604,11.13392925,11.1428566,11.24285698,413725200,9.62696743
AAPL,26/11/2010,11.34642887,11.17642879,11.20499992,11.25,237585600,9.63308239
AAPL,29/11/2010,11.33857059,11.12071419,11.2678566,11.31678581,445785200,9.690271378
AAPL,30/11/2010,11.22714329,11.10249996,11.1978569,11.11250019,501858000,9.515349388
AAPL,01/12/2010,11.34821415,11.25,11.2596426,11.30000019,461750800,9.675901413
AAPL,02/12/2010,11.3928566,11.24607086,11.34035683,11.36250019,462837200,9.72941494
AAPL,03/12/2010,11.38035679,11.29785728,11.32178593,11.33714294,342092800,9.70770359
AAPL,06/12/2010,11.51178646,11.37214279,11.38000011,11.43392944,448481600,9.790579796
AAPL,07/12/2010,11.57107067,11.36142921,11.56428623,11.3646431,391454000,9.731250763
AAPL,08/12/2010,11.46500015,11.32535744,11.41535664,11.46464252,321935600,9.816878319
AAPL,09/12/2010,11.5178566,11.3935709,11.50464344,11.42000008,294151200,9.778650284
AAPL,10/12/2010,11.46607113,11.37857056,11.41607094,11.44857121,262511200,9.803116798
AAPL,13/12/2010,11.60928631,11.46428585,11.58464336,11.48821354,439815600,9.837060928
AAPL,14/12/2010,11.51928616,11.3928566,11.4903574,11.4389286,351008000,9.794862747
AAPL,15/12/2010,11.53571415,11.39964294,11.42857075,11.44142914,417312000,9.796998978
AAPL,16/12/2010,11.52178574,11.43214321,11.46749973,11.47321415,322030800,9.824216843
AAPL,17/12/2010,11.49250031,11.4367857,11.48678589,11.45035744,386929200,9.804645538
AAPL,20/12/2010,11.5446434,11.3653574,11.48571396,11.50749969,385610400,9.853575706
AAPL,21/12/2010,11.58535671,11.50178623,11.53571415,11.57857132,256354000,9.914429665
AAPL,22/12/2010,11.63285732,11.55535698,11.58428574,11.61285686,265921600,9.943791389
AAPL,23/12/2010,11.61250019,11.54178619,11.6071434,11.55714321,223157200,9.896082878
AAPL,27/12/2010,11.62285709,11.48285675,11.53035736,11.59571362,249816000,9.92910862
AAPL,28/12/2010,11.66642857,11.60928631,11.63964272,11.62392902,175924000,9.953266144
AAPL,29/12/2010,11.65892887,11.61071396,11.65071392,11.61750031,163139200,9.947763443
AAPL,30/12/2010,11.62535667,11.53750038,11.6242857,11.55928612,157494400,9.897920609
AAPL,31/12/2010,11.5528574,11.47535706,11.53392887,11.52000046,193508000,9.864280701
AAPL,03/01/2011,11.79500008,11.60142899,11.63000011,11.77035713,445138400,10.07865143
AAPL,04/01/2011,11.875,11.71964264,11.87285709,11.83178616,309080800,10.13125324
AAPL,05/01/2011,11.94071388,11.7678566,11.76964283,11.92857075,255519600,10.21412563
AAPL,06/01/2011,11.97321415,11.88928604,11.95428562,11.9189291,300428800,10.20586967
AAPL,07/01/2011,12.01249981,11.85357094,11.92821407,12.00428581,311931200,10.27896118
AAPL,10/01/2011,12.258214,12.04178619,12.10107136,12.23035717,448560000,10.47254086
AAPL,11/01/2011,12.31999969,12.12392902,12.31714344,12.20142937,444108000,10.44776726
AAPL,12/01/2011,12.30107117,12.21428585,12.25892925,12.30071354,302590400,10.53278446
AAPL,13/01/2011,12.38000011,12.28035736,12.32714272,12.34571362,296780400,10.57131767
AAPL,14/01/2011,12.445714,12.30142879,12.35321426,12.445714,308840000,10.65694618
AAPL,18/01/2011,12.31285667,11.6428566,11.7685709,12.16607094,1880998000,10.41749001
AAPL,19/01/2011,12.44999981,12.03142929,12.44107056,12.10142899,1135612800,10.36214256
AAPL,20/01/2011,12.08214283,11.78999996,12.01535702,11.88142872,764789200,10.17376232
AAPL,21/01/2011,11.96000004,11.66535664,11.92035675,11.66857147,754401200,9.991496086
AAPL,24/01/2011,12.05178642,11.66857147,11.67392921,12.05178642,574683200,10.31963158
AAPL,25/01/2011,12.19428635,11.94892883,12.01178646,12.19285679,546868000,10.44042873
AAPL,26/01/2011,12.34285736,12.19642925,12.2485714,12.28035736,506875600,10.5153532
AAPL,27/01/2011,12.31035709,12.24392891,12.27785683,12.25749969,285026000,10.49577808
AAPL,28/01/2011,12.30000019,11.91178608,12.29178619,12.00357056,592057200,10.27834415
AAPL,31/01/2011,12.14428616,11.93928623,11.99285698,12.11857128,377246800,10.37682056
AAPL,01/02/2011,12.34464264,12.1778574,12.18928623,12.32250023,426633200,10.55143929
AAPL,02/02/2011,12.3303566,12.26964283,12.30178642,12.29714298,258955200,10.52972412
AAPL,03/02/2011,12.29428577,12.09107113,12.27857113,12.26571369,393797600,10.50281429
AAPL,04/02/2011,12.38214302,12.26821423,12.27285671,12.375,321840400,10.59639168
AAPL,07/02/2011,12.61607075,12.41571426,12.42464256,12.56714344,485021600,10.76092434
AAPL,08/02/2011,12.6971426,12.57678604,12.63142872,12.68571377,381040800,10.8624506
AAPL,09/02/2011,12.82142925,12.67392921,12.68535709,12.79142857,482745200,10.95297241
AAPL,10/02/2011,12.8571434,12.42857075,12.76392937,12.66214275,928550000,10.84226704
AAPL,11/02/2011,12.77857113,12.6264286,12.6696434,12.74464321,367572800,10.91291046
AAPL,14/02/2011,12.83857059,12.7396431,12.74250031,12.82785702,310416400,10.98416328
AAPL,15/02/2011,12.85607147,12.76964283,12.82821369,12.85357094,284174800,11.00618172
AAPL,16/02/2011,13.03214264,12.875,12.88571358,12.96892929,481157600,11.10495853
AAPL,17/02/2011,12.866786,12.73285675,12.75892925,12.79642868,530583200,10.9572525
AAPL,18/02/2011,12.83928585,12.48285675,12.8110714,12.52000046,816057200,10.72055531
AAPL,22/02/2011,12.33571434,12.06142902,12.21964264,12.09321404,872555600,10.35510635
AAPL,23/02/2011,12.30857086,12.09321404,12.09892941,12.23642921,671854400,10.47774124
AAPL,24/02/2011,12.32678604,12.08464336,12.28642941,12.24571419,499900800,10.48569012
AAPL,25/02/2011,12.44392872,12.31428623,12.33071423,12.43428612,380018800,10.64715862
AAPL,28/02/2011,12.68035698,12.53999996,12.54428577,12.6146431,403074000,10.80159378
AAPL,01/03/2011,12.70428562,12.41714287,12.69535732,12.47535706,456136800,10.68232632
AAPL,02/03/2011,12.65535736,12.44285679,12.4985714,12.57571411,602590800,10.76826096
AAPL,03/03/2011,12.84964275,12.71142864,12.75678635,12.84142876,500788400,10.99578285
AAPL,04/03/2011,12.86750031,12.77678585,12.85964298,12.8571434,453266800,11.0092392
AAPL,07/03/2011,12.91678619,12.54678631,12.90714264,12.69142914,546123200,10.8673439
AAPL,08/03/2011,12.76428604,12.5803566,12.67535686,12.70571423,356316800,10.87957478
AAPL,09/03/2011,12.67000008,12.52142906,12.66749954,12.58821392,453306000,10.77896309
AAPL,10/03/2011,12.491786,12.31785679,12.46857071,12.38107109,507539200,10.60159111
AAPL,11/03/2011,12.58285713,12.32142925,12.33321381,12.57107067,471080400,10.76428032
AAPL,14/03/2011,12.7314291,12.54678631,12.61357117,12.62714291,435957200,10.81229591
AAPL,15/03/2011,12.42285728,12.14642906,12.21785736,12.33678627,721081200,10.56367207
AAPL,16/03/2011,12.25,11.65214252,12.21428585,11.78607082,1162011200,10.09210873
